connectionpool.py-208-2022-12-08 15:37:29,831-DEBUG-Starting new HTTP connection (1): 127.0.0.1
connectionpool.py-396-2022-12-08 15:38:06,613-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 None
connectionpool.py-396-2022-12-08 15:38:06,613-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 None
connectionpool.py-396-2022-12-08 15:38:06,613-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 None
connectionpool.py-396-2022-12-08 15:38:06,613-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 None
connectionpool.py-396-2022-12-08 15:38:07,097-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 None
connectionpool.py-396-2022-12-08 15:38:07,097-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 None
connectionpool.py-396-2022-12-08 15:38:07,097-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 None
connectionpool.py-396-2022-12-08 15:38:07,097-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 None
connectionpool.py-396-2022-12-08 15:38:07,097-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 None
connectionpool.py-396-2022-12-08 15:38:07,097-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 None
connectionpool.py-396-2022-12-08 15:38:07,097-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 None
connectionpool.py-396-2022-12-08 15:38:07,097-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 None
connectionpool.py-396-2022-12-08 15:38:07,564-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 None
connectionpool.py-396-2022-12-08 15:38:07,564-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 None
connectionpool.py-396-2022-12-08 15:38:07,564-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 None
connectionpool.py-396-2022-12-08 15:38:07,564-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 None
connectionpool.py-396-2022-12-08 15:38:07,564-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 None
connectionpool.py-396-2022-12-08 15:38:07,564-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 None
connectionpool.py-396-2022-12-08 15:38:07,564-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 None
connectionpool.py-396-2022-12-08 15:38:07,564-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 None
connectionpool.py-396-2022-12-08 15:38:07,982-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 None
connectionpool.py-396-2022-12-08 15:38:07,982-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 None
connectionpool.py-396-2022-12-08 15:38:07,982-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 None
connectionpool.py-396-2022-12-08 15:38:07,982-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 None
connectionpool.py-396-2022-12-08 15:38:07,982-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 None
connectionpool.py-396-2022-12-08 15:38:07,982-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 None
connectionpool.py-396-2022-12-08 15:38:07,982-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 None
connectionpool.py-396-2022-12-08 15:38:07,982-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 None
connectionpool.py-396-2022-12-08 15:38:08,464-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 None
connectionpool.py-396-2022-12-08 15:38:08,464-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 None
connectionpool.py-396-2022-12-08 15:38:08,464-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 None
connectionpool.py-396-2022-12-08 15:38:08,464-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 None
connectionpool.py-396-2022-12-08 15:38:08,464-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 None
connectionpool.py-396-2022-12-08 15:38:08,464-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 None
connectionpool.py-396-2022-12-08 15:38:08,464-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 None
connectionpool.py-396-2022-12-08 15:38:08,464-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 None
connectionpool.py-396-2022-12-08 15:38:08,902-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 None
connectionpool.py-396-2022-12-08 15:38:08,902-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 None
connectionpool.py-396-2022-12-08 15:38:08,902-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 None
connectionpool.py-396-2022-12-08 15:38:08,902-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 None
connectionpool.py-396-2022-12-08 15:38:08,902-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 None
connectionpool.py-396-2022-12-08 15:38:08,902-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 None
connectionpool.py-396-2022-12-08 15:38:08,902-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 None
connectionpool.py-396-2022-12-08 15:38:08,902-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 None
connectionpool.py-396-2022-12-08 15:38:09,318-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 None
connectionpool.py-396-2022-12-08 15:38:09,318-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 None
connectionpool.py-396-2022-12-08 15:38:09,318-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 None
connectionpool.py-396-2022-12-08 15:38:09,318-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 None
connectionpool.py-396-2022-12-08 15:38:09,318-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 None
connectionpool.py-396-2022-12-08 15:38:09,318-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 None
connectionpool.py-396-2022-12-08 15:38:09,318-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 None
connectionpool.py-396-2022-12-08 15:38:09,318-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 None
connectionpool.py-396-2022-12-08 15:38:09,743-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 None
connectionpool.py-396-2022-12-08 15:38:09,743-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 None
connectionpool.py-396-2022-12-08 15:38:09,743-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 None
connectionpool.py-396-2022-12-08 15:38:09,743-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 None
connectionpool.py-396-2022-12-08 15:38:09,743-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 None
connectionpool.py-396-2022-12-08 15:38:09,743-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 None
connectionpool.py-396-2022-12-08 15:38:09,743-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 None
connectionpool.py-396-2022-12-08 15:38:09,743-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 None
connectionpool.py-396-2022-12-08 15:38:10,205-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 None
connectionpool.py-396-2022-12-08 15:38:10,205-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 None
connectionpool.py-396-2022-12-08 15:38:10,205-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 None
connectionpool.py-396-2022-12-08 15:38:10,205-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 None
connectionpool.py-396-2022-12-08 15:38:10,205-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 None
connectionpool.py-396-2022-12-08 15:38:10,205-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 None
connectionpool.py-396-2022-12-08 15:38:10,205-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 None
connectionpool.py-396-2022-12-08 15:38:10,205-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 None
connectionpool.py-396-2022-12-08 15:38:10,583-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 None
connectionpool.py-396-2022-12-08 15:38:10,583-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 None
connectionpool.py-396-2022-12-08 15:38:10,583-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 None
connectionpool.py-396-2022-12-08 15:38:10,583-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 None
connectionpool.py-396-2022-12-08 15:38:10,583-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 None
connectionpool.py-396-2022-12-08 15:38:10,583-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 None
connectionpool.py-396-2022-12-08 15:38:10,583-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 None
connectionpool.py-396-2022-12-08 15:38:10,583-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 None
connectionpool.py-396-2022-12-08 15:38:11,074-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 None
connectionpool.py-396-2022-12-08 15:38:11,074-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 None
connectionpool.py-396-2022-12-08 15:38:11,074-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 None
connectionpool.py-396-2022-12-08 15:38:11,074-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 None
connectionpool.py-396-2022-12-08 15:38:11,074-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 None
connectionpool.py-396-2022-12-08 15:38:11,074-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 None
connectionpool.py-396-2022-12-08 15:38:11,074-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 None
connectionpool.py-396-2022-12-08 15:38:11,074-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 None
connectionpool.py-208-2022-12-08 15:38:59,906-DEBUG-Starting new HTTP connection (1): 127.0.0.1
connectionpool.py-396-2022-12-08 15:39:00,001-DEBUG-http://127.0.0.1:54773 "POST /shell HTTP/1.1" 200 259
connectionpool.py-396-2022-12-08 15:39:01,805-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 89
connectionpool.py-208-2022-12-08 15:42:03,549-DEBUG-Starting new HTTP connection (1): 127.0.0.1
connectionpool.py-396-2022-12-08 15:42:03,607-DEBUG-http://127.0.0.1:54773 "POST /shell HTTP/1.1" 200 278
connectionpool.py-396-2022-12-08 15:42:03,817-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 None
connectionpool.py-396-2022-12-08 15:42:05,011-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 88
connectionpool.py-396-2022-12-08 15:42:07,190-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 1380
connectionpool.py-208-2022-12-08 15:43:41,675-DEBUG-Starting new HTTP connection (1): 127.0.0.1
connectionpool.py-396-2022-12-08 15:43:41,800-DEBUG-http://127.0.0.1:54773 "POST /shell HTTP/1.1" 200 278
connectionpool.py-396-2022-12-08 15:43:42,056-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 None
connectionpool.py-396-2022-12-08 15:43:43,231-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 89
connectionpool.py-396-2022-12-08 15:43:45,457-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 1373
connectionpool.py-208-2022-12-08 15:43:45,481-DEBUG-Starting new HTTP connection (1): 127.0.0.1
connectionpool.py-208-2022-12-08 15:43:45,481-DEBUG-Starting new HTTP connection (1): 127.0.0.1
connectionpool.py-396-2022-12-08 15:43:45,573-DEBUG-http://127.0.0.1:54773 "POST /shell HTTP/1.1" 200 278
connectionpool.py-396-2022-12-08 15:43:45,573-DEBUG-http://127.0.0.1:54773 "POST /shell HTTP/1.1" 200 278
connectionpool.py-396-2022-12-08 15:43:47,390-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 87
connectionpool.py-396-2022-12-08 15:43:47,390-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 87
connectionpool.py-208-2022-12-08 15:43:53,112-DEBUG-Starting new HTTP connection (1): 127.0.0.1
connectionpool.py-396-2022-12-08 15:43:53,204-DEBUG-http://127.0.0.1:54773 "POST /shell HTTP/1.1" 200 278
connectionpool.py-396-2022-12-08 15:43:53,337-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 1697
connectionpool.py-396-2022-12-08 15:43:54,498-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 88
connectionpool.py-396-2022-12-08 15:43:56,679-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 1372
connectionpool.py-208-2022-12-08 15:57:13,337-DEBUG-Starting new HTTP connection (1): 127.0.0.1
connectionpool.py-396-2022-12-08 15:57:13,431-DEBUG-http://127.0.0.1:54773 "POST /shell HTTP/1.1" 200 278
connectionpool.py-396-2022-12-08 15:57:13,710-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 None
connectionpool.py-396-2022-12-08 15:57:14,884-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 89
connectionpool.py-396-2022-12-08 15:57:17,015-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 1384
connectionpool.py-396-2022-12-08 15:57:17,372-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 1382
connectionpool.py-396-2022-12-08 15:57:17,713-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 1383
connectionpool.py-396-2022-12-08 15:57:18,025-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 1384
connectionpool.py-396-2022-12-08 15:57:18,377-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 1384
connectionpool.py-396-2022-12-08 15:57:18,666-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 1384
connectionpool.py-396-2022-12-08 15:57:19,002-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 1383
connectionpool.py-396-2022-12-08 15:57:19,340-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 1383
connectionpool.py-396-2022-12-08 15:57:19,685-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 1383
connectionpool.py-396-2022-12-08 15:57:20,065-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 1382
connectionpool.py-396-2022-12-08 15:57:20,429-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 1383
connectionpool.py-396-2022-12-08 15:57:20,764-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 1383
connectionpool.py-396-2022-12-08 15:57:21,096-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 1384
connectionpool.py-396-2022-12-08 15:57:21,425-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 1384
connectionpool.py-396-2022-12-08 15:57:21,724-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 1383
connectionpool.py-396-2022-12-08 15:57:22,069-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 1383
connectionpool.py-396-2022-12-08 15:57:22,405-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 1383
connectionpool.py-396-2022-12-08 15:57:22,739-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 1383
connectionpool.py-396-2022-12-08 15:57:23,079-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 1384
connectionpool.py-396-2022-12-08 15:57:23,369-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 1382
connectionpool.py-396-2022-12-08 15:57:23,700-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 1385
connectionpool.py-396-2022-12-08 15:57:24,022-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 1384
connectionpool.py-396-2022-12-08 15:57:24,381-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 1383
connectionpool.py-396-2022-12-08 15:57:24,676-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 1384
connectionpool.py-396-2022-12-08 15:57:24,983-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 1383
connectionpool.py-396-2022-12-08 15:57:25,336-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 1384
connectionpool.py-396-2022-12-08 15:57:25,684-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 1383
connectionpool.py-396-2022-12-08 15:57:26,000-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 1384
connectionpool.py-396-2022-12-08 15:57:26,330-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 1383
connectionpool.py-396-2022-12-08 15:57:26,692-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 1384
connectionpool.py-208-2022-12-08 15:57:46,636-DEBUG-Starting new HTTP connection (1): 127.0.0.1
connectionpool.py-396-2022-12-08 15:57:46,728-DEBUG-http://127.0.0.1:54773 "POST /shell HTTP/1.1" 200 278
connectionpool.py-396-2022-12-08 15:57:46,952-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 None
connectionpool.py-396-2022-12-08 15:57:48,136-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 89
connectionpool.py-396-2022-12-08 15:57:50,280-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 1384
connectionpool.py-396-2022-12-08 15:57:50,429-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 1382
connectionpool.py-396-2022-12-08 15:57:50,559-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 1383
connectionpool.py-208-2022-12-08 15:58:01,251-DEBUG-Starting new HTTP connection (1): 127.0.0.1
connectionpool.py-396-2022-12-08 15:58:01,339-DEBUG-http://127.0.0.1:54773 "POST /shell HTTP/1.1" 200 278
connectionpool.py-396-2022-12-08 15:58:01,595-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 None
connectionpool.py-396-2022-12-08 15:58:02,773-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 89
connectionpool.py-396-2022-12-08 15:58:04,918-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 1383
connectionpool.py-396-2022-12-08 15:58:05,089-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 1382
connectionpool.py-396-2022-12-08 15:58:05,262-DEBUG-http://127.0.0.1:54773 "POST /jsonrpc/0 HTTP/1.1" 200 1383
